コントロールカラム,商品管理番号（商品URL）,商品名,表示先カテゴリ,優先度,URL,1ページ複数形式
"","shred-50-set","【ピストバイク ホイール】ブローチャーズ カーボン ホイールセット (BROTURES SHRED50 Carbon Deep Wheel Set) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ホイール","9999","http://item.rakuten.co.jp/brotures/c/0000000131/",""
"","shred-50-set","【ピストバイク ホイール】ブローチャーズ カーボン ホイールセット (BROTURES SHRED50 Carbon Deep Wheel Set) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\BROTURES","9999","http://item.rakuten.co.jp/brotures/c/0000000145/",""
"","shred-f","【ピストバイク ホイール】ブローチャーズ カーボン フロントホイール (BROTURES SHRED Carbon Deep Wheel Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ホイール","9999","http://item.rakuten.co.jp/brotures/c/0000000131/",""
"","shred-f","【ピストバイク ホイール】ブローチャーズ カーボン フロントホイール (BROTURES SHRED Carbon Deep Wheel Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\BROTURES","9999","http://item.rakuten.co.jp/brotures/c/0000000145/",""
"","shred-r","【ピストバイク ホイール】ブローチャーズ カーボン リアホイール (BROTURES SHRED Carbon Deep Wheel Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ホイール","9999","http://item.rakuten.co.jp/brotures/c/0000000131/",""
"","shred-r","【ピストバイク ホイール】ブローチャーズ カーボン リアホイール (BROTURES SHRED Carbon Deep Wheel Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\BROTURES","9999","http://item.rakuten.co.jp/brotures/c/0000000145/",""
"","shred-set","【ピストバイク ホイール】ブローチャーズ カーボン ホイールセット (BROTURES SHRED Carbon Deep Wheel Set) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ホイール","9999","http://item.rakuten.co.jp/brotures/c/0000000131/",""
"","shred-set","【ピストバイク ホイール】ブローチャーズ カーボン ホイールセット (BROTURES SHRED Carbon Deep Wheel Set) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\BROTURES","9999","http://item.rakuten.co.jp/brotures/c/0000000145/",""
"","silvan_road_bk","【MKS】エムケーエス シルバン ロードペダル BLACK    ブラック ペダル＆ストラップ ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","silvan_road_s","【MKS】エムケーエス シルバン ロードペダル SILVER    シルバー ペダル＆ストラップ ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","silvan_stream_bk","【MKS】エムケーエス シルバン ストリームペダル BLACK    ブラック ペダル＆ストラップ ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","silvan_stream_s","【MKS】エムケーエス シルバン ストリームペダル SILVER    シルバー ペダル＆ストラップ ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","silvan_track_bk","【MKS】エムケーエス シルバン トラックペダル BLACK    ブラック ペダル＆ストラップ ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","silvan_track_color","【MKS】エムケーエス シルバン トラック カラー    カラー ペダル＆ストラップ ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","silvan_track_s","【MKS】エムケーエス シルバン トラックペダル SILVER    シルバー ペダル＆ストラップ ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","silvan_turing_color","【MKS】エムケーエス ツーリング カラー      ペダル＆ストラップ ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","sl42-b","【ピストバイク ホイール】エイチプラスサン ブラック SL-42 (H PLUS SON SL-42 BLACK) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ホイール","9999","http://item.rakuten.co.jp/brotures/c/0000000131/",""
"","sl42-b","【ピストバイク ホイール】エイチプラスサン ブラック SL-42 (H PLUS SON SL-42 BLACK) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\HPLUSSON","9999","http://item.rakuten.co.jp/brotures/c/0000000163/",""
"","sl42-bl","【ピストバイク ホイール】エイチプラスサン ブルー SL-42 (H PLUS SON SL-42 BLUE) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ホイール","9999","http://item.rakuten.co.jp/brotures/c/0000000131/",""
"","sl42-bl","【ピストバイク ホイール】エイチプラスサン ブルー SL-42 (H PLUS SON SL-42 BLUE) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\HPLUSSON","9999","http://item.rakuten.co.jp/brotures/c/0000000163/",""
"","sl42-gl","【ピストバイク ホイール】エイチプラスサン ゴールド SL-42 (H PLUS SON SL-42 GOLD) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ホイール","9999","http://item.rakuten.co.jp/brotures/c/0000000131/",""
"","sl42-gl","【ピストバイク ホイール】エイチプラスサン ゴールド SL-42 (H PLUS SON SL-42 GOLD) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\HPLUSSON","9999","http://item.rakuten.co.jp/brotures/c/0000000163/",""
"","sl42-gr","【ピストバイク ホイール】エイチプラスサン グリーン SL-42 (H PLUS SON SL-42 GREEN) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ホイール","9999","http://item.rakuten.co.jp/brotures/c/0000000131/",""
"","sl42-gr","【ピストバイク ホイール】エイチプラスサン グリーン SL-42 (H PLUS SON SL-42 GREEN) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\HPLUSSON","9999","http://item.rakuten.co.jp/brotures/c/0000000163/",""
"","sl42-gry","【ピストバイク ホイール】エイチプラスサン グレイ SL-42 (H PLUS SON SL-42 GRAY) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ホイール","9999","http://item.rakuten.co.jp/brotures/c/0000000131/",""
"","sl42-gry","【ピストバイク ホイール】エイチプラスサン グレイ SL-42 (H PLUS SON SL-42 GRAY) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\HPLUSSON","9999","http://item.rakuten.co.jp/brotures/c/0000000163/",""
"","sl42-p","【ピストバイク ホイール】エイチプラスサン ポリッシュ SL-42 (H PLUS SON SL-42 POLISH) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ホイール","9999","http://item.rakuten.co.jp/brotures/c/0000000131/",""
"","sl42-p","【ピストバイク ホイール】エイチプラスサン ポリッシュ SL-42 (H PLUS SON SL-42 POLISH) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\HPLUSSON","9999","http://item.rakuten.co.jp/brotures/c/0000000163/",""
"","sl42-r","【ピストバイク ホイール】エイチプラスサン レッド SL-42 (H PLUS SON SL-42 RED) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ホイール","9999","http://item.rakuten.co.jp/brotures/c/0000000131/",""
"","sl42-r","【ピストバイク ホイール】エイチプラスサン レッド SL-42 (H PLUS SON SL-42 RED) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\HPLUSSON","9999","http://item.rakuten.co.jp/brotures/c/0000000163/",""
"","sl42-s","【ピストバイク ホイール】エイチプラスサン シルバー SL-42 (H PLUS SON SL-42 SILVER) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ホイール","9999","http://item.rakuten.co.jp/brotures/c/0000000131/",""
"","sl42-s","【ピストバイク ホイール】エイチプラスサン シルバー SL-42 (H PLUS SON SL-42 SILVER) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\HPLUSSON","9999","http://item.rakuten.co.jp/brotures/c/0000000163/",""
"","sl42-w","【ピストバイク ホイール】エイチプラスサン ホワイト SL-42 (H PLUS SON SL-42 WHITE) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ホイール","9999","http://item.rakuten.co.jp/brotures/c/0000000131/",""
"","sl42-w","【ピストバイク ホイール】エイチプラスサン ホワイト SL-42 (H PLUS SON SL-42 WHITE) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\HPLUSSON","9999","http://item.rakuten.co.jp/brotures/c/0000000163/",""
"","slr_flow_bk_1","selleITALIA SLR FLOWセレイタリア 【サドル】  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","ブランド2\selleITALIA","9999","http://item.rakuten.co.jp/brotures/c/0000000194/",""
"","slr_flow_bk_1","selleITALIA SLR FLOWセレイタリア 【サドル】  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","パーツ\サドル","9999","http://item.rakuten.co.jp/brotures/c/0000000139/",""
"","slr_flow_team_edition","selleITALIA SLR FLOW Team Edition WHITEセレイタリア 【サドル】 ホワイト ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","ブランド2\selleITALIA","9999","http://item.rakuten.co.jp/brotures/c/0000000194/",""
"","slr_flow_team_edition","selleITALIA SLR FLOW Team Edition WHITEセレイタリア 【サドル】 ホワイト ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","パーツ\サドル","9999","http://item.rakuten.co.jp/brotures/c/0000000139/",""
"","slr_flow_team_edition_","selleITALIA SLR FLOW Team Edition BLACKセレイタリア 【サドル】 ブラック ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","ブランド2\selleITALIA","9999","http://item.rakuten.co.jp/brotures/c/0000000194/",""
"","slr_flow_team_edition_","selleITALIA SLR FLOW Team Edition BLACKセレイタリア 【サドル】 ブラック ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","パーツ\サドル","9999","http://item.rakuten.co.jp/brotures/c/0000000139/",""
"","slr_super_flow_130_1","selleITALIA SLR SUPER FLOW 130セレイタリア 【サドル】  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","ブランド2\selleITALIA","9999","http://item.rakuten.co.jp/brotures/c/0000000194/",""
"","slr_super_flow_130_1","selleITALIA SLR SUPER FLOW 130セレイタリア 【サドル】  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","パーツ\サドル","9999","http://item.rakuten.co.jp/brotures/c/0000000139/",""
"","slr_super_flow_145","selleITALIA SLR SUPER FLOW 145セレイタリア 【サドル】  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","ブランド2\selleITALIA","9999","http://item.rakuten.co.jp/brotures/c/0000000194/",""
"","slr_super_flow_145","selleITALIA SLR SUPER FLOW 145セレイタリア 【サドル】  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","パーツ\サドル","9999","http://item.rakuten.co.jp/brotures/c/0000000139/",""
"","slr_team_edition_1","selleITALIA SLR Team Edition WHITEセレイタリア 【サドル】 ホワイト ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","ブランド2\selleITALIA","9999","http://item.rakuten.co.jp/brotures/c/0000000194/",""
"","slr_team_edition_1","selleITALIA SLR Team Edition WHITEセレイタリア 【サドル】 ホワイト ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","パーツ\サドル","9999","http://item.rakuten.co.jp/brotures/c/0000000139/",""
"","slr_team_edition_2013","selleITALIA SLR Team Edition BLACKセレイタリア 【サドル】 ブラック ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","ブランド2\selleITALIA","9999","http://item.rakuten.co.jp/brotures/c/0000000194/",""
"","slr_team_edition_2013","selleITALIA SLR Team Edition BLACKセレイタリア 【サドル】 ブラック ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","パーツ\サドル","9999","http://item.rakuten.co.jp/brotures/c/0000000139/",""
"","slr_tt_bk","selleITALIA SLR TITANIUM BLACKセレイタリア 【サドル】 ブラック ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","ブランド2\selleITALIA","9999","http://item.rakuten.co.jp/brotures/c/0000000194/",""
"","slr_tt_bk","selleITALIA SLR TITANIUM BLACKセレイタリア 【サドル】 ブラック ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","パーツ\サドル","9999","http://item.rakuten.co.jp/brotures/c/0000000139/",""
"","slr_tt_blue","selleITALIA SLR TITANIUM BLUEセレイタリア 【サドル】 ブルー ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","ブランド2\selleITALIA","9999","http://item.rakuten.co.jp/brotures/c/0000000194/",""
"","slr_tt_blue","selleITALIA SLR TITANIUM BLUEセレイタリア 【サドル】 ブルー ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","パーツ\サドル","9999","http://item.rakuten.co.jp/brotures/c/0000000139/",""
"","slr_tt_green","selleITALIA SLR TITANIUM GREENセレイタリア 【サドル】 グリーン ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","ブランド2\selleITALIA","9999","http://item.rakuten.co.jp/brotures/c/0000000194/",""
"","slr_tt_green","selleITALIA SLR TITANIUM GREENセレイタリア 【サドル】 グリーン ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","パーツ\サドル","9999","http://item.rakuten.co.jp/brotures/c/0000000139/",""
"","slr_tt_red","selleITALIA SLR TITANIUM REDセレイタリア 【サドル】 レッド ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","ブランド2\selleITALIA","9999","http://item.rakuten.co.jp/brotures/c/0000000194/",""
"","slr_tt_red","selleITALIA SLR TITANIUM REDセレイタリア 【サドル】 レッド ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","パーツ\サドル","9999","http://item.rakuten.co.jp/brotures/c/0000000139/",""
"","slr_tt_white","selleITALIA SLR TITANIUM WHITEセレイタリア 【サドル】 ホワイト ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","ブランド2\selleITALIA","9999","http://item.rakuten.co.jp/brotures/c/0000000194/",""
"","slr_tt_white","selleITALIA SLR TITANIUM WHITEセレイタリア 【サドル】 ホワイト ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","パーツ\サドル","9999","http://item.rakuten.co.jp/brotures/c/0000000139/",""
"","sls_kit_carbonio","selleITALIA SLS KIT CARBONIOセレイタリア 【サドル】  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","ブランド2\selleITALIA","9999","http://item.rakuten.co.jp/brotures/c/0000000194/",""
"","sls_kit_carbonio","selleITALIA SLS KIT CARBONIOセレイタリア 【サドル】  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","パーツ\サドル","9999","http://item.rakuten.co.jp/brotures/c/0000000139/",""
"","smootape_bk","【バーテープ＆グリップ】セレイタリア selleITALIA SMOOTAPE TEAM EDITION BLACK  ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天","ブランド2\selleITALIA","9999","http://item.rakuten.co.jp/brotures/c/0000000194/",""
"","smootape_bk","【バーテープ＆グリップ】セレイタリア selleITALIA SMOOTAPE TEAM EDITION BLACK  ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天","パーツ\バーテープ＆グリップ","9999","http://item.rakuten.co.jp/brotures/c/0000000137/",""
"","smootape_bk_1","【バーテープ＆グリップ】セレイタリア selleITALIA SMOOTAPE TEAM EDITION XL BLACK  ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天","ブランド2\selleITALIA","9999","http://item.rakuten.co.jp/brotures/c/0000000194/",""
"","smootape_bk_1","【バーテープ＆グリップ】セレイタリア selleITALIA SMOOTAPE TEAM EDITION XL BLACK  ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天","パーツ\バーテープ＆グリップ","9999","http://item.rakuten.co.jp/brotures/c/0000000137/",""
"","smootape_wh","【バーテープ＆グリップ】セレイタリア selleITALIA SMOOTAPE TEAM EDITION WHITE ホワイト ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天","ブランド2\selleITALIA","9999","http://item.rakuten.co.jp/brotures/c/0000000194/",""
"","smootape_wh","【バーテープ＆グリップ】セレイタリア selleITALIA SMOOTAPE TEAM EDITION WHITE ホワイト ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天","パーツ\バーテープ＆グリップ","9999","http://item.rakuten.co.jp/brotures/c/0000000137/",""
"","smootape_wh_1","【バーテープ＆グリップ】セレイタリア selleITALIA SMOOTAPE TEAM EDITION XL WHITE ホワイト ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天","ブランド2\selleITALIA","9999","http://item.rakuten.co.jp/brotures/c/0000000194/",""
"","smootape_wh_1","【バーテープ＆グリップ】セレイタリア selleITALIA SMOOTAPE TEAM EDITION XL WHITE ホワイト ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天","パーツ\バーテープ＆グリップ","9999","http://item.rakuten.co.jp/brotures/c/0000000137/",""
"","soft_in_step2","【サイクルシューズ】SIDI MTB SRS   ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","soft_in_step2_1","【サイクルシューズ】SIDI ソフトインステップ2 グレー   ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","soft_in_step2_2","【サイクルシューズ】SIDI ソフトインステップ2 ブラック   ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","soft_in_step2_3","【サイクルシューズ】SIDI ソフトインステップ2 ホワイト   ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","soft_in_step2_4","【サイクルシューズ】SIDI ソフトインステップ2 レッド   ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","soft_in_step3","【サイクルシューズ】SIDI ソフトインステップ3 ホワイト   ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","soft_in_step3_1","【サイクルシューズ】SIDI ソフトインステップ3 ブラック   ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","soma_cog","SOMA トラックコグソーマ 【スプロケット】  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","sp_103","TRIGON SP-103 シートポストトライゴン シートポスト  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","パーツ\シートポスト","9999","http://item.rakuten.co.jp/brotures/c/0000000140/",""
"","sp_103","TRIGON SP-103 シートポストトライゴン シートポスト  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","ブランド2\TRIGON","9999","http://item.rakuten.co.jp/brotures/c/0000000193/",""
"","sp_107","TRIGON SP-107 シートポストトライゴン シートポスト  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","パーツ\シートポスト","9999","http://item.rakuten.co.jp/brotures/c/0000000140/",""
"","sp_107","TRIGON SP-107 シートポストトライゴン シートポスト  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","ブランド2\TRIGON","9999","http://item.rakuten.co.jp/brotures/c/0000000193/",""
"","sp_110","TRIGON SP-110 シートポストトライゴン シートポスト  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","パーツ\シートポスト","9999","http://item.rakuten.co.jp/brotures/c/0000000140/",""
"","sp_110","TRIGON SP-110 シートポストトライゴン シートポスト  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","ブランド2\TRIGON","9999","http://item.rakuten.co.jp/brotures/c/0000000193/",""
"","sp_110_a","TRIGON SP-110A シートポストトライゴン シートポスト  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","パーツ\シートポスト","9999","http://item.rakuten.co.jp/brotures/c/0000000140/",""
"","sp_110_a","TRIGON SP-110A シートポストトライゴン シートポスト  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","ブランド2\TRIGON","9999","http://item.rakuten.co.jp/brotures/c/0000000193/",""
"","sp_138","TRIGON SP-138 シートポストトライゴン シートポスト  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","パーツ\シートポスト","9999","http://item.rakuten.co.jp/brotures/c/0000000140/",""
"","sp_138","TRIGON SP-138 シートポストトライゴン シートポスト  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","ブランド2\TRIGON","9999","http://item.rakuten.co.jp/brotures/c/0000000193/",""
"","sp_1bolt_bk","RITCHEY WCS １ボルト ポスト BLACKリッチー シートポスト ブラック ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","sp_1bolt_red","RITCHEY WCS １ボルト ポスト REDリッチー シートポスト レッド ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","sp_1bolt_wh","RITCHEY WCS １ボルト ポスト WHITEリッチー シートポスト ホワイト ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","sp_248d_272_bk","Kalloy MTBシートピラー BLACKカロイ シートポスト ブラック ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","sp_248d_272_s","Kalloy MTBシートピラー SILVERカロイ シートポスト シルバー ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","sp_613n","Kalloy SP-613N シートピラー WHITEカロイ シートポスト ホワイト ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","sp_c_1bolt","RITCHEY WCS CARBON １ボルトリッチー シートポスト  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","sp_c_link","RITCHEY WCS CARBON LINKリッチー シートポスト  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","sp_c_link_trail","RITCHEY WCS CARBON LINK TRAILリッチー シートポスト  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","sp_classic","RITCHEY Classic ポストリッチー シートポスト  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","sp_cobalt11","crankbrothers cobalt 11 シートポストクランクブラザーズ シートポスト  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","sp_cobalt2","crankbrothers cobalt 2 シートポストクランクブラザーズ シートポスト  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","sp_cobalt3","crankbrothers cobalt 3 シートポストクランクブラザーズ シートポスト  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","sp_comp_bk","RITCHEY COMP ポスト BLACKリッチー シートポスト ブラック ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","sp_comp_wh","RITCHEY COMP ポスト WHITEリッチー シートポスト ホワイト ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","sp_link","RITCHEY WCS LINKリッチー シートポスト  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","sp_link_trail","RITCHEY WCS LINK TRAILリッチー シートポスト  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","sp_litewing","KCNC LITE WINGケーシーエヌシー シートポスト  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
