コントロールカラム,商品管理番号（商品URL）,商品番号,全商品ディレクトリID,タグID,PC用キャッチコピー,モバイル用キャッチコピー,商品名,販売価格,表示価格,消費税,送料,個別送料,送料区分1,送料区分2,代引料,倉庫指定,商品情報レイアウト,注文ボタン,資料請求ボタン,商品問い合わせボタン,再入荷お知らせボタン,モバイル表示,のし対応,PC用商品説明文,モバイル用商品説明文,スマートフォン用商品説明文,PC用販売説明文,商品画像URL,商品画像名（ALT）,動画,販売期間指定,注文受付数,在庫タイプ,在庫数,在庫数表示,項目選択肢別在庫用横軸項目名,項目選択肢別在庫用縦軸項目名,項目選択肢別在庫用残り表示閾値,RAC番号,サーチ非表示,闇市パスワード,カタログID,在庫戻しフラグ,在庫切れ時の注文受付,在庫あり時納期管理番号,在庫切れ時納期管理番号,予約商品発売日,ポイント変倍率,ポイント変倍率適用期間,ヘッダー・フッター・レフトナビ,表示項目の並び順,共通説明文（小）,目玉商品,共通説明文（大）,レビュー本文表示,サイズ表リンク
,hdst_tange_cap,,563156,,ヘッドセット,tange,【TANGE】タンゲ ヘッドセット アルミキャップ      ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,525,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hdst_tange_cap.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_tange_cap.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_tange_cap.jpg,TANGEアルミキャップ,,,-1,0,,,,,,296915-0010002780,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hdst_tdl,,563156,,ヘッドセット,ritchey,【RITCHEY】リッチー ヘッドセット WCS TDL ヘッドセット    ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,8400,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hdst_tdl.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/ritchey/hdst_tdl.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/ritchey/hdst_tdl.jpg,RITCHEYWCSTDLヘッドセット,,,-1,0,,,,,,296915-0010002655,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hdst_te36dx4,,563156,,ヘッドセット,tange,【TANGE】タンゲ ヘッドセット TE36DX4      ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,2730,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hdst_te36dx4.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_te36dx4.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_te36dx4.jpg,TANGETE36DX4,,,-1,0,,,,,,296915-0010002781,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hdst_te36srn,,563156,,ヘッドセット,tange,【TANGE】タンゲ ヘッドセット TE36SRN      ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,2940,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hdst_te36srn.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_te36srn.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_te36srn.jpg,TANGETE36SRN,,,-1,0,,,,,,296915-0010002782,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hdst_te36str,,563156,,ヘッドセット,tange,【TANGE】タンゲ ヘッドセット TE36STR      ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,1523,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hdst_te36str.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_te36str.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_te36str.jpg,TANGETE36STR,,,-1,0,,,,,,296915-0010002783,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hdst_tg32dl_bk,,563156,,ヘッドセット,tange,【TANGE】タンゲ ヘッドセット TG32DL BLACK     ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,5775,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hdst_tg32dl_bk.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_tg32dl_bk.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_tg32dl_bk.jpg,TANGETG32DLBLACK,,,-1,0,,,,,,296915-0010002784,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hdst_tg32dl_s,,563156,,ヘッドセット,tange,【TANGE】タンゲ ヘッドセット TG32DL SILVER     ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,5775,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hdst_tg32dl_s.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_tg32dl_s.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_tg32dl_s.jpg,TANGETG32DLSILVER,,,-1,0,,,,,,296915-0010002785,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hdst_tg32j27,,563156,,ヘッドセット,tange,【TANGE】タンゲ ヘッドセット TG32J27      ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,3990,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hdst_tg32j27.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_tg32j27.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_tg32j27.jpg,TANGETG32J27,,,-1,0,,,,,,296915-0010002786,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hdst_tg36cl,,563156,,ヘッドセット,tange,【TANGE】タンゲ ヘッドセット TG36CL      ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,13650,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hdst_tg36cl.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_tg36cl.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_tg36cl.jpg,TANGETG36CL,,,-1,0,,,,,,296915-0010002787,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hdst_tg36dh,,563156,,ヘッドセット,tange,【TANGE】タンゲ ヘッドセット TG36DH      ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,15750,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hdst_tg36dh.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_tg36dh.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_tg36dh.jpg,TANGETG36DH,,,-1,0,,,,,,296915-0010002788,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hdst_tg36fsd,,563156,,ヘッドセット,tange,【TANGE】タンゲ ヘッドセット TG46FSD      ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,7350,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hdst_tg36fsd.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_tg36fsd.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_tg36fsd.jpg,TANGETG46FSD,,,-1,0,,,,,,296915-0010002789,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hdst_tg36is2,,563156,,ヘッドセット,tange,【TANGE】タンゲ ヘッドセット TG36IS2      ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,3780,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hdst_tg36is2.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_tg36is2.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_tg36is2.jpg,TANGETG36IS2,,,-1,0,,,,,,296915-0010002790,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hdst_tg36is2_cap,,563156,,ヘッドセット,tange,【TANGE】タンゲ ヘッドセット TG36TS2 キャップ     ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,1470,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hdst_tg36is2_cap.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_tg36is2_cap.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_tg36is2_cap.jpg,TANGETG36TS2キャップ,,,-1,0,,,,,,296915-0010002792,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hdst_tg36is24,,563156,,ヘッドセット,tange,【TANGE】タンゲ ヘッドセット TG36IS24      ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,3990,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hdst_tg36is24.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_tg36is24.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_tg36is24.jpg,TANGETG36IS24,,,-1,0,,,,,,296915-0010002791,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hdst_tg36isl,,563156,,ヘッドセット,tange,【TANGE】タンゲ ヘッドセット TG36ISL      ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,4410,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hdst_tg36isl.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_tg36isl.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_tg36isl.jpg,TANGETG36ISL,,,-1,0,,,,,,296915-0010002793,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hdst_tg36j2,,563156,,ヘッドセット,tange,【TANGE】タンゲ ヘッドセット TG36J2      ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,4935,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hdst_tg36j2.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_tg36j2.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_tg36j2.jpg,TANGETG36J2,,,-1,0,,,,,,296915-0010002794,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hdst_tg36j27,,563156,,ヘッドセット,tange,【TANGE】タンゲ ヘッドセット TG36J27      ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,4725,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hdst_tg36j27.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_tg36j27.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_tg36j27.jpg,TANGETG36J27,,,-1,0,,,,,,296915-0010002795,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hdst_tg36j6,,563156,,ヘッドセット,tange,【TANGE】タンゲ ヘッドセット TG36J6      ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,15750,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hdst_tg36j6.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_tg36j6.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_tg36j6.jpg,TANGETG36J6,,,-1,0,,,,,,296915-0010002796,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hdst_tg36zs2,,563156,,ヘッドセット,tange,【TANGE】タンゲ ヘッドセット TG36ZS2      ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,5775,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hdst_tg36zs2.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_tg36zs2.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_tg36zs2.jpg,TANGETG36ZS2,,,-1,0,,,,,,296915-0010002797,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hdst_tg36zs2_cap,,563156,,ヘッドセット,tange,【TANGE】タンゲ ヘッドセット TG36ZS2 キャップ     ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,1470,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hdst_tg36zs2_cap.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_tg36zs2_cap.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_tg36zs2_cap.jpg,TANGETG36ZS2キャップ,,,-1,0,,,,,,296915-0010002798,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hdst_tg36zsl,,563156,,ヘッドセット,tange,【TANGE】タンゲ ヘッドセット TG36ZSL      ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,6300,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hdst_tg36zsl.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_tg36zsl.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_tg36zsl.jpg,TANGETG36ZSL,,,-1,0,,,,,,296915-0010002799,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hdst_tg36zst,,563156,,ヘッドセット,tange,【TANGE】タンゲ ヘッドセット TG36ZST      ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,2415,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/tange/hdst_tg36zst.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_tg36zst.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_tg36zst.jpg,TANGETG36ZST,,,-1,0,,,,,,296915-0010002800,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hdst_zsi_47,,563156,,ヘッドセット,tange,【TANGE】タンゲ ヘッドセット ZSI 47     ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,3675,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/tange/hdst_zsi_47.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_zsi_47.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_zsi_47.jpg,TANGEZSI47,,,-1,0,,,,,,296915-0010002801,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,high-hub-b-f,,407713,,ハブ,Philwood,【ピストバイク ハブ】 フィルウッド ブラック フロント (Phil Wood High Flange Track Hub BLACK Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,21420,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/philwood/high-hub-b-f.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/philwood/high-hub-b-f.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/philwood/high-hub-b-f.jpg,PhilWoodHighFlangeTrackHubBLACKFront,,,-1,0,,,,,,296915-0010001903,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,high-hub-b-r,,407713,,ハブ,Philwood,【ピストバイク ハブ】 フィルウッド ブラック リア (Phil Wood High Flange Track Hub BLACK Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,22470,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/philwood/high-hub-b-r.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/philwood/high-hub-b-r.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/philwood/high-hub-b-r.jpg,PhilWoodHighFlangeTrackHubBLACKRear,,,-1,0,,,,,,296915-0010001906,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,high-hub-bl-f,,407713,,ハブ,Philwood,【ピストバイク ハブ】 フィルウッド ブルー フロント (Phil Wood High Flange Track Hub BLUE Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,21420,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/philwood/high-hub-bl-f.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/philwood/high-hub-bl-f.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/philwood/high-hub-bl-f.jpg,PhilWoodHighFlangeTrackHubBLUEFront,,,-1,0,,,,,,296915-0010001904,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,high-hub-bl-r,,407713,,ハブ,Philwood,【ピストバイク ハブ】 フィルウッド ブルー リア (Phil Wood High Flange Track Hub BLUE Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,22470,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/philwood/high-hub-bl-r.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/philwood/high-hub-bl-r.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/philwood/high-hub-bl-r.jpg,PhilWoodHighFlangeTrackHubBLUERear,,,-1,0,,,,,,296915-0010001905,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,high-hub-gl-f,,407713,,ハブ,Philwood,【ピストバイク ハブ】 フィルウッド ゴールド フロント (Phil Wood High Flange Track Hub GOLD Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,21420,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/philwood/high-hub-gl-f.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/philwood/high-hub-gl-f.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/philwood/high-hub-gl-f.jpg,PhilWoodHighFlangeTrackHubGOLDFront,,,-1,0,,,,,,296915-0010001907,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,high-hub-gl-r,,407713,,ハブ,Philwood,【ピストバイク ハブ】 フィルウッド ゴールド リア (Phil Wood High Flange Track Hub GOLD Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,22470,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/philwood/high-hub-gl-r.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/philwood/high-hub-gl-r.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/philwood/high-hub-gl-r.jpg,PhilWoodHighFlangeTrackHubGOLDRear,,,-1,0,,,,,,296915-0010001908,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,high-hub-gr-f,,407713,,ハブ,Philwood,【ピストバイク ハブ】 フィルウッド グリーン フロント (Phil Wood High Flange Track Hub GREEN Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,21420,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/philwood/high-hub-gr-f.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/philwood/high-hub-gr-f.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/philwood/high-hub-gr-f.jpg,PhilWoodHighFlangeTrackHubGREENFront,,,-1,0,,,,,,296915-0010001909,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,high-hub-gr-r,,407713,,ハブ,Philwood,【ピストバイク ハブ】 フィルウッド グリーン リア (Phil Wood High Flange Track Hub GREEN Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,22470,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/philwood/high-hub-gr-r.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/philwood/high-hub-gr-r.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/philwood/high-hub-gr-r.jpg,PhilWoodHighFlangeTrackHubGREENRear,,,-1,0,,,,,,296915-0010001910,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,high-hub-p-f,,407713,,ハブ,Philwood,【ピストバイク ハブ】 フィルウッド ポリッシュ フロント (Phil Wood High Flange Track Hub POLISH Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,21420,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/philwood/high-hub-p-f.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/philwood/high-hub-p-f.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/philwood/high-hub-p-f.jpg,PhilWoodHighFlangeTrackHubPOLISHFront,,,-1,0,,,,,,296915-0010001911,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
